release_group,artist_credit
rg1546,ac3609
rg1547,ac141
rg1548,ac1183
rg1549,ac740
rg1550,ac3550
rg1551,ac1035
rg1552,ac141
rg1553,ac2733
rg1554,ac3975
rg1555,ac1598
rg1556,ac4427
rg1557,ac4258
rg1558,ac1121
rg1559,ac1641
rg1560,ac4615
rg1561,ac824
rg1562,ac1092
rg1563,ac853
rg1564,ac141
rg1565,ac2190
rg1566,ac3073
rg1567,ac2783
rg1568,ac3304
rg1569,ac2752
rg1570,ac2752
rg1571,ac1229
rg1572,ac1938
rg1573,ac4262
rg1574,ac2560
rg1575,ac4615
rg1576,ac1217
rg1577,ac2889
rg1578,ac1409
rg1579,ac3312
rg1580,ac4203
rg1581,ac1621
rg1582,ac141
rg1583,ac141
rg1584,ac4250
rg1585,ac413
rg1586,ac1630
rg1587,ac1299
rg1588,ac141
rg1589,ac1362
rg1590,ac1362
rg1591,ac1199
rg1592,ac531
rg1593,ac3277
rg1594,ac146
rg1595,ac942
rg1596,ac4220
rg1597,ac2558
rg1598,ac3742
rg1599,ac166
rg1600,ac4455
rg1601,ac3096
rg1602,ac1767
rg1603,ac1657
rg1604,ac2127
rg1605,ac4172
rg1606,ac141
rg1607,ac2182
rg1608,ac465
rg1609,ac443
rg1610,ac141
rg1611,ac141
rg1612,ac2984
rg1613,ac2511
rg1614,ac141
rg1615,ac3823
rg1616,ac141
rg1617,ac4008
rg1618,ac864
rg1619,ac141
rg1620,ac3830
rg1621,ac141
rg1622,ac3320
rg1623,ac2175
rg1624,ac3019
rg1625,ac560
rg1626,ac2847
rg1627,ac2376
rg1628,ac3072
rg1629,ac2427
rg1630,ac3071
rg1631,ac4273
rg1632,ac141
rg1633,ac1877
rg1634,ac1692
rg1635,ac2143
rg1636,ac1581
rg1637,ac2921
rg1638,ac141
rg1639,ac2019
rg1640,ac4493
rg1641,ac2140
rg1642,ac1990
rg1643,ac1741
rg1644,ac662
rg1645,ac4009
rg1646,ac141
rg1647,ac3108
rg1648,ac4592
rg1649,ac996
rg1650,ac4194
rg1651,ac141
rg1652,ac2007
rg1653,ac141
rg1654,ac141
rg1655,ac141
rg1656,ac3454
rg1657,ac953
rg1658,ac141
rg1659,ac713
rg1660,ac3293
rg1661,ac2472
rg1662,ac3906
rg1663,ac626
rg1664,ac1821
rg1665,ac2606
rg1666,ac1724
rg1667,ac3877
rg1668,ac4028
rg1669,ac3739
rg1670,ac4389
rg1671,ac141
rg1672,ac1773
rg1673,ac141
rg1674,ac712
rg1675,ac3915
rg1676,ac3639
rg1677,ac141
rg1678,ac3949
rg1679,ac141
rg1680,ac3205
rg1681,ac895
rg1682,ac3881
rg1683,ac3015
rg1684,ac1333
rg1685,ac3282
rg1686,ac1181
rg1687,ac3561
rg1688,ac1740
rg1689,ac4223
rg1690,ac2230
rg1691,ac1186
rg1692,ac141
rg1693,ac825
rg1694,ac1699
rg1695,ac3692
rg1696,ac2110
rg1697,ac141
rg1698,ac4386
rg1699,ac2499
rg1700,ac141
rg1701,ac2151
rg1702,ac1944
rg1703,ac1944
rg1704,ac4384
rg1705,ac141
rg1706,ac2425
rg1707,ac3998
rg1708,ac1033
rg1709,ac4249
rg1710,ac3336
rg1711,ac1327
rg1712,ac1342
rg1713,ac4000
rg1714,ac3363
rg1715,ac1116
rg1716,ac1840
rg1717,ac3282
rg1718,ac1838
rg1719,ac141
rg1720,ac2040
rg1721,ac141
rg1722,ac844
rg1723,ac4486
rg1724,ac3006
rg1725,ac2491
rg1726,ac1287
rg1727,ac4218
rg1728,ac426
rg1729,ac1979
rg1730,ac141
rg1731,ac956
rg1732,ac3344
rg1733,ac3762
rg1734,ac3487
rg1735,ac1703
rg1736,ac1099
rg1737,ac3564
rg1738,ac1446
rg1739,ac1269
rg1740,ac4357
rg1741,ac2411
rg1742,ac141
rg1743,ac141
rg1744,ac3449
rg1745,ac784
rg1746,ac769
rg1747,ac4462
rg1748,ac3733
rg1749,ac3203
rg1750,ac4029
rg1751,ac141
rg1752,ac3866
rg1753,ac2106
rg1754,ac3067
rg1755,ac2764
rg1756,ac3831
rg1757,ac1774
rg1758,ac1499
rg1759,ac4138
rg1760,ac3408
rg1761,ac4015
rg1762,ac1536
rg1763,ac4251
rg1764,ac141
rg1765,ac141
rg1766,ac133
rg1767,ac3219
rg1768,ac141
rg1769,ac1606
rg1770,ac566
rg1771,ac1793
rg1772,ac141
rg1773,ac141
rg1774,ac3309
rg1775,ac1258
rg1776,ac3145
rg1777,ac3145
rg1778,ac3124
rg1779,ac141
rg1780,ac4093
rg1781,ac141
rg1782,ac719
rg1783,ac3136
rg1784,ac4090
rg1785,ac1622
rg1786,ac141
rg1787,ac141
rg1788,ac1407
rg1789,ac4285
rg1790,ac141
rg1791,ac29
rg1792,ac69
rg1793,ac4460
rg1794,ac4413
rg1795,ac3286
rg1796,ac634
rg1797,ac3185
rg1798,ac2324
rg1799,ac141
rg1800,ac141
rg1801,ac3461
rg1802,ac1794
rg1803,ac4627
rg1804,ac1961
rg1805,ac2308
rg1806,ac1141
rg1807,ac2825
rg1808,ac2953
rg1809,ac3942
rg1810,ac1974
rg1811,ac3468
rg1812,ac300
rg1813,ac4601
rg1814,ac4324
rg1815,ac3156
rg1816,ac2487
rg1817,ac751
rg1818,ac2884
rg1819,ac2149
rg1820,ac141
rg1821,ac141
rg1822,ac2235
rg1823,ac1612
rg1824,ac2989
rg1825,ac141
rg1826,ac141
rg1827,ac2616
rg1828,ac1425
rg1829,ac3075
rg1830,ac510
rg1831,ac3361
rg1832,ac3226
rg1833,ac2010
rg1834,ac141
rg1835,ac141
rg1836,ac3017
rg1837,ac2274
rg1838,ac4354
rg1839,ac1798
rg1840,ac988
rg1841,ac1408
rg1842,ac1628
rg1843,ac141
rg1844,ac2290
rg1845,ac3299
rg1846,ac4551
rg1847,ac2486
rg1848,ac3355
rg1849,ac2860
rg1850,ac4620
rg1851,ac3649
rg1852,ac1260
rg1853,ac141
rg1854,ac1200
rg1855,ac2108
rg1856,ac1191
rg1857,ac1191
rg1858,ac141
rg1859,ac141
rg1860,ac154
rg1861,ac3012
rg1862,ac2862
rg1863,ac1306
rg1864,ac3812
rg1865,ac4416
rg1866,ac4562
rg1867,ac3619
rg1868,ac1247
rg1869,ac637
rg1870,ac2953
rg1871,ac2840
rg1872,ac1717
rg1873,ac1000
rg1874,ac1123
rg1875,ac4301
rg1876,ac1083
rg1877,ac4099
rg1878,ac1498
rg1879,ac949
rg1880,ac141
rg1881,ac868
rg1882,ac4366
rg1883,ac141
rg1884,ac4001
rg1885,ac3779
rg1886,ac3945
rg1887,ac1150
rg1888,ac434
rg1889,ac4622
rg1890,ac3787
rg1891,ac2739
rg1892,ac3789
rg1893,ac3789
rg1894,ac1795
rg1895,ac141
rg1896,ac1416
rg1897,ac934
rg1898,ac2778
rg1899,ac2614
rg1900,ac4363
rg1901,ac3740
rg1902,ac3989
rg1903,ac141
rg1904,ac2228
rg1905,ac875
rg1906,ac141
rg1907,ac1685
rg1908,ac1685
rg1909,ac1098
rg1910,ac1675
rg1911,ac3578
rg1912,ac43
rg1913,ac59
rg1914,ac141
rg1915,ac141
rg1916,ac2517
rg1917,ac3290
rg1918,ac2851
rg1919,ac2243
rg1920,ac2243
rg1921,ac3424
rg1922,ac3976
rg1923,ac107
rg1924,ac3123
rg1925,ac4586
rg1926,ac141
rg1927,ac141
rg1928,ac141
rg1929,ac2241
rg1930,ac3027
rg1931,ac3482
rg1932,ac4549
rg1933,ac2898
rg1934,ac3614
rg1935,ac2133
rg1936,ac1789
rg1937,ac2820
rg1938,ac1553
rg1939,ac574
rg1940,ac574
rg1941,ac1782
rg1942,ac831
rg1943,ac611
rg1944,ac4242
rg1945,ac49
rg1946,ac49
rg1947,ac141
rg1948,ac86
rg1949,ac2529
rg1950,ac3869
rg1951,ac885
rg1952,ac1163
rg1953,ac2687
rg1954,ac141
rg1955,ac141
rg1956,ac1829
rg1957,ac404
rg1958,ac1738
rg1959,ac141
rg1960,ac1923
rg1961,ac2568
rg1962,ac3886
rg1963,ac3886
rg1964,ac141
rg1965,ac2013
rg1966,ac3016
rg1967,ac2113
rg1968,ac3475
rg1969,ac3475
rg1970,ac3652
rg1971,ac3346
rg1972,ac2350
rg1973,ac3218
rg1974,ac3084
rg1975,ac3084
rg1976,ac3333
rg1977,ac141
rg1978,ac3837
rg1979,ac2409
rg1980,ac404
rg1981,ac1965
rg1982,ac3010
rg1983,ac1288
rg1984,ac4613
rg1985,ac1997
rg1986,ac1096
rg1987,ac2757
rg1988,ac4077
rg1989,ac395
rg1990,ac1832
rg1991,ac1196
rg1992,ac141
rg1993,ac3153
rg1994,ac3153
rg1995,ac141
rg1996,ac3549
rg1997,ac1149
rg1998,ac866
rg1999,ac141
rg2000,ac943
rg2001,ac967
rg2002,ac668
rg2003,ac3463
rg2004,ac2337
rg2005,ac1979
rg2006,ac745
rg2007,ac3571
rg2008,ac2302
rg2009,ac1869
rg2010,ac3865
rg2011,ac3977
rg2012,ac2933
rg2013,ac502
rg2014,ac91
rg2015,ac170
rg2016,ac3116
rg2017,ac141
rg2018,ac857
rg2019,ac141
rg2020,ac713
rg2021,ac1857
rg2022,ac141
rg2023,ac3930
rg2024,ac3891
rg2025,ac1138
rg2026,ac2847
rg2027,ac3698
rg2028,ac2722
rg2029,ac141
rg2030,ac2587
rg2031,ac4038
rg2032,ac4008
rg2033,ac141
rg2034,ac893
rg2035,ac2406
rg2036,ac4378
rg2037,ac1165
rg2038,ac141
rg2039,ac141
rg2040,ac1061
rg2041,ac478
rg2042,ac1744
rg2043,ac141
rg2044,ac190
rg2045,ac183
rg2046,ac141
rg2047,ac3832
rg2048,ac4405
rg2049,ac2052
rg2050,ac2403
rg2051,ac4519
rg2052,ac141
rg2053,ac2685
rg2054,ac1320
rg2055,ac1836
rg2056,ac1970
rg2057,ac4488
rg2058,ac1177
rg2059,ac3757
rg2060,ac1265
rg2061,ac1599
rg2062,ac1457
rg2063,ac3030
rg2064,ac3665
rg2065,ac1147
rg2066,ac2507
rg2067,ac109
rg2068,ac4415
rg2069,ac141
rg2070,ac3244
rg2071,ac3363
rg2072,ac218
rg2073,ac141
rg2074,ac3750
rg2075,ac1081
rg2076,ac3400
rg2077,ac141
rg2078,ac329
rg2079,ac610
rg2080,ac1986
rg2081,ac2053
rg2082,ac1660
rg2083,ac214
rg2084,ac4426
rg2085,ac4604
rg2086,ac4300
rg2087,ac2417
rg2088,ac3557
rg2089,ac1169
rg2090,ac4096
rg2091,ac2552
rg2092,ac2197
rg2093,ac1796
rg2094,ac494
rg2095,ac2185
rg2096,ac3624
rg2097,ac3110
rg2098,ac2873
rg2099,ac1382
rg2100,ac1123
rg2101,ac1854
rg2102,ac1439
rg2103,ac906
rg2104,ac141
rg2105,ac4207
rg2106,ac1254
rg2107,ac4015
rg2108,ac376
rg2109,ac1167
rg2110,ac141
rg2111,ac166
rg2112,ac141
rg2113,ac2303
rg2114,ac3924
rg2115,ac2735
rg2116,ac4278
rg2117,ac606
rg2118,ac1493
rg2119,ac2254
rg2120,ac3205
rg2121,ac2451
rg2122,ac1499
rg2123,ac141
rg2124,ac3966
rg2125,ac4201
rg2126,ac141
rg2127,ac935
rg2128,ac2216
rg2129,ac141
rg2130,ac141
rg2131,ac2770
rg2132,ac2281
rg2133,ac2012
rg2134,ac3643
rg2135,ac741
rg2136,ac1533
rg2137,ac680
rg2138,ac4491
rg2139,ac889
rg2140,ac511
rg2141,ac1870
rg2142,ac156
rg2143,ac833
rg2144,ac3026
rg2145,ac651
rg2146,ac878
rg2147,ac2603
rg2148,ac141
rg2149,ac368
rg2150,ac4463
rg2151,ac4463
rg2152,ac141
rg2153,ac1400
rg2154,ac1726
rg2155,ac667
rg2156,ac2366
rg2157,ac3403
rg2158,ac718
rg2159,ac520
rg2160,ac2065
rg2161,ac682
rg2162,ac4127
rg2163,ac2074
rg2164,ac1162
rg2165,ac778
rg2166,ac2613
rg2167,ac2345
rg2168,ac560
rg2169,ac2975
rg2170,ac138
rg2171,ac141
rg2172,ac3594
rg2173,ac2955
rg2174,ac2483
rg2175,ac1903
rg2176,ac3104
rg2177,ac141
rg2178,ac1744
rg2179,ac1435
rg2180,ac223
rg2181,ac4505
rg2182,ac2761
rg2183,ac829
rg2184,ac1130
rg2185,ac2434
rg2186,ac387
rg2187,ac1725
rg2188,ac141
rg2189,ac3905
rg2190,ac141
rg2191,ac4052
rg2192,ac3172
rg2193,ac396
rg2194,ac3837
rg2195,ac2775
rg2196,ac141
rg2197,ac631
rg2198,ac1903
rg2199,ac3622
rg2200,ac1940
rg2201,ac228
rg2202,ac228
rg2203,ac141
rg2204,ac2299
rg2205,ac3786
rg2206,ac2669
rg2207,ac3585
rg2208,ac141
rg2209,ac1838
rg2210,ac1838
rg2211,ac2305
rg2212,ac3228
rg2213,ac3446
rg2214,ac1366
rg2215,ac3312
rg2216,ac521
rg2217,ac4370
rg2218,ac4306
rg2219,ac3110
rg2220,ac302
rg2221,ac684
rg2222,ac3934
rg2223,ac484
rg2224,ac3305
rg2225,ac141
rg2226,ac1133
rg2227,ac659
rg2228,ac3995
rg2229,ac409
rg2230,ac141
rg2231,ac736
rg2232,ac2011
rg2233,ac2475
rg2234,ac4345
rg2235,ac2284
rg2236,ac4121
rg2237,ac233
rg2238,ac4365
rg2239,ac537
rg2240,ac1347
rg2241,ac1085
rg2242,ac141
rg2243,ac1633
rg2244,ac141
rg2245,ac2264
rg2246,ac1092
rg2247,ac1934
rg2248,ac3371
rg2249,ac842
rg2250,ac1001
rg2251,ac231
rg2252,ac3661
rg2253,ac4311
rg2254,ac3471
rg2255,ac141
rg2256,ac141
rg2257,ac141
rg2258,ac1986
rg2259,ac512
rg2260,ac137
rg2261,ac2042
rg2262,ac1
rg2263,ac141
rg2264,ac137
rg2265,ac2392
rg2266,ac445
rg2267,ac4128
rg2268,ac2954
rg2269,ac522
rg2270,ac797
rg2271,ac2552
rg2272,ac4452
rg2273,ac2714
rg2274,ac4428
rg2275,ac1134
rg2276,ac1134
rg2277,ac2204
rg2278,ac141
rg2279,ac2194
rg2280,ac141
rg2281,ac1256
rg2282,ac3679
rg2283,ac4508
rg2284,ac3114
rg2285,ac2381
rg2286,ac2339
rg2287,ac3771
rg2288,ac141
rg2289,ac2229
rg2290,ac141
rg2291,ac3024
rg2292,ac848
rg2293,ac1035
rg2294,ac141
rg2295,ac3935
rg2296,ac141
rg2297,ac4264
rg2298,ac339
rg2299,ac107
rg2300,ac1549
rg2301,ac141
rg2302,ac141
rg2303,ac141
rg2304,ac141
rg2305,ac648
rg2306,ac4277
rg2307,ac4613
rg2308,ac4613
rg2309,ac2520
rg2310,ac2923
rg2311,ac4567
rg2312,ac1125
rg2313,ac2780
rg2314,ac141
rg2315,ac3728
rg2316,ac141
rg2317,ac141
rg2318,ac2234
rg2319,ac600
rg2320,ac3532
rg2321,ac1572
rg2322,ac141
rg2323,ac107
rg2324,ac1023
rg2325,ac1224
rg2326,ac1696
rg2327,ac4436
rg2328,ac2649
rg2329,ac4422
rg2330,ac2766
rg2331,ac3568
rg2332,ac134
rg2333,ac2191
rg2334,ac3499
rg2335,ac911
rg2336,ac141
rg2337,ac2072
rg2338,ac1337
rg2339,ac2086
rg2340,ac3773
rg2341,ac3558
rg2342,ac292
rg2343,ac13
rg2344,ac1625
rg2345,ac2494
rg2346,ac681
rg2347,ac69
rg2348,ac1228
rg2349,ac141
rg2350,ac1033
rg2351,ac141
rg2352,ac4418
rg2353,ac3504
rg2354,ac3272
rg2355,ac1387
rg2356,ac2531
rg2357,ac2748
rg2358,ac141
rg2359,ac1323
rg2360,ac3256
rg2361,ac2027
rg2362,ac1496
rg2363,ac3081
rg2364,ac3338
rg2365,ac4092
rg2366,ac223
rg2367,ac141
rg2368,ac1870
rg2369,ac2463
rg2370,ac1174
rg2371,ac1252
rg2372,ac159
rg2373,ac914
rg2374,ac629
rg2375,ac3107
rg2376,ac141
rg2377,ac4102
rg2378,ac141
rg2379,ac1115
rg2380,ac778
rg2381,ac1196
rg2382,ac3792
rg2383,ac301
rg2384,ac1378
rg2385,ac2584
rg2386,ac4595
rg2387,ac1188
rg2388,ac141
rg2389,ac3869
rg2390,ac4047
rg2391,ac943
rg2392,ac2807
rg2393,ac1246
rg2394,ac4198
rg2395,ac2577
rg2396,ac4627
rg2397,ac4627
rg2398,ac4491
rg2399,ac4430
rg2400,ac1306
rg2401,ac141
rg2402,ac2767
rg2403,ac2373
rg2404,ac2637
rg2405,ac3156
rg2406,ac4198
rg2407,ac4232
rg2408,ac2320
rg2409,ac1367
rg2410,ac141
rg2411,ac2946
rg2412,ac3031
rg2413,ac3792
rg2414,ac672
rg2415,ac4550
rg2416,ac3031
rg2417,ac475
rg2418,ac4143
rg2419,ac3442
rg2420,ac141
rg2421,ac3676
rg2422,ac2343
rg2423,ac1810
rg2424,ac3629
rg2425,ac3439
rg2426,ac2435
rg2427,ac4325
rg2428,ac396
rg2429,ac2830
rg2430,ac141
rg2431,ac278
rg2432,ac196
rg2433,ac203
rg2434,ac2068
rg2435,ac141
rg2436,ac3880
rg2437,ac2387
rg2438,ac4200
rg2439,ac194
rg2440,ac2186
rg2441,ac3370
rg2442,ac1131
rg2443,ac141
rg2444,ac2489
rg2445,ac866
rg2446,ac3401
rg2447,ac1198
rg2448,ac3895
rg2449,ac1543
rg2450,ac4417
rg2451,ac2396
rg2452,ac3313
rg2453,ac1065
rg2454,ac4101
rg2455,ac702
rg2456,ac2802
rg2457,ac2802
rg2458,ac628
rg2459,ac1330
rg2460,ac647
rg2461,ac394
rg2462,ac3098
rg2463,ac2286
rg2464,ac773
rg2465,ac783
rg2466,ac760
rg2467,ac593
rg2468,ac3395
rg2469,ac4184
rg2470,ac3665
rg2471,ac1766
rg2472,ac234
rg2473,ac626
rg2474,ac3276
rg2475,ac141
rg2476,ac1943
rg2477,ac2406
rg2478,ac1995
rg2479,ac1692
rg2480,ac453
rg2481,ac3236
rg2482,ac141
rg2483,ac4516
rg2484,ac1522
rg2485,ac4554
rg2486,ac2374
rg2487,ac3733
rg2488,ac3266
rg2489,ac1191
rg2490,ac2481
rg2491,ac2711
rg2492,ac1259
rg2493,ac951
rg2494,ac607
rg2495,ac2481
rg2496,ac3636
rg2497,ac1708
rg2498,ac4056
rg2499,ac3126
rg2500,ac3126
rg2501,ac2795
rg2502,ac2795
rg2503,ac2456
rg2504,ac2410
rg2505,ac1240
rg2506,ac956
rg2507,ac141
rg2508,ac3412
rg2509,ac141
rg2510,ac207
rg2511,ac220
rg2512,ac3857
rg2513,ac141
rg2514,ac3733
rg2515,ac3981
rg2516,ac395
rg2517,ac141
rg2518,ac3985
rg2519,ac4501
rg2520,ac2037
rg2521,ac1200
rg2522,ac605
rg2523,ac496
rg2524,ac1654
rg2525,ac141
rg2526,ac3881
rg2527,ac141
rg2528,ac275
rg2529,ac2999
rg2530,ac3937
rg2531,ac3716
rg2532,ac868
rg2533,ac3557
rg2534,ac2212
rg2535,ac3137
rg2536,ac141
rg2537,ac1245
rg2538,ac2913
rg2539,ac744
rg2540,ac141
rg2541,ac4130
rg2542,ac141
rg2543,ac883
rg2544,ac995
rg2545,ac216
rg2546,ac2158
rg2547,ac1797
rg2548,ac141
rg2549,ac3424
rg2550,ac796
rg2551,ac725
rg2552,ac1504
rg2553,ac2464
rg2554,ac1498
rg2555,ac141
rg2556,ac1177
rg2557,ac927
rg2558,ac1772
rg2559,ac2311
rg2560,ac4288
rg2561,ac3128
rg2562,ac3591
rg2563,ac2856
rg2564,ac444
rg2565,ac2912
rg2566,ac2344
rg2567,ac924
rg2568,ac990
rg2569,ac289
rg2570,ac1042
rg2571,ac2295
rg2572,ac305
rg2573,ac141
rg2574,ac889
rg2575,ac141
rg2576,ac141
rg2577,ac801
rg2578,ac2045
rg2579,ac2807
rg2580,ac4329
rg2581,ac2090
rg2582,ac1373
rg2583,ac3679
rg2584,ac3369
rg2585,ac141
rg2586,ac141
rg2587,ac2220
rg2588,ac1031
rg2589,ac1762
rg2590,ac3
rg2591,ac1639
rg2592,ac141
rg2593,ac2992
rg2594,ac1953
rg2595,ac141
rg2596,ac3150
rg2597,ac140
rg2598,ac3686
rg2599,ac551
rg2600,ac3679
rg2601,ac255
rg2602,ac2517
rg2603,ac322
rg2604,ac361
rg2605,ac910
rg2606,ac141
rg2607,ac2371
rg2608,ac1357
rg2609,ac1054
rg2610,ac4472
rg2611,ac141
rg2612,ac2151
rg2613,ac527
rg2614,ac1640
rg2615,ac4522
rg2616,ac1719
rg2617,ac2268
rg2618,ac2150
rg2619,ac4079
rg2620,ac3969
rg2621,ac4406
rg2622,ac2692
rg2623,ac4628
rg2624,ac3542
rg2625,ac4002
rg2626,ac1560
rg2627,ac4362
rg2628,ac177
rg2629,ac1857
rg2630,ac1282
rg2631,ac2462
rg2632,ac657
rg2633,ac353
rg2634,ac3917
rg2635,ac3983
rg2636,ac1997
rg2637,ac141
rg2638,ac141
rg2639,ac3105
rg2640,ac4561
rg2641,ac1065
rg2642,ac1452
rg2643,ac131
rg2644,ac3060
rg2645,ac4446
rg2646,ac4372
rg2647,ac141
rg2648,ac1919
rg2649,ac1654
rg2650,ac6
rg2651,ac2611
rg2652,ac2192
rg2653,ac3997
rg2654,ac1500
rg2655,ac3101
rg2656,ac141
rg2657,ac141
rg2658,ac2262
rg2659,ac1744
rg2660,ac1156
rg2661,ac3607
rg2662,ac703
rg2663,ac344
rg2664,ac4122
rg2665,ac141
rg2666,ac4414
rg2667,ac4520
rg2668,ac2163
rg2669,ac141
rg2670,ac141
rg2671,ac1068
rg2672,ac470
rg2673,ac2024
rg2674,ac4504
rg2675,ac2927
rg2676,ac2341
rg2677,ac2130
rg2678,ac3168
rg2679,ac909
rg2680,ac2458
rg2681,ac2842
rg2682,ac1867
rg2683,ac3768
rg2684,ac2079
rg2685,ac2148
rg2686,ac2082
rg2687,ac1590
rg2688,ac3346
rg2689,ac141
rg2690,ac141
rg2691,ac2493
rg2692,ac3517
rg2693,ac4070
rg2694,ac3167
rg2695,ac3688
rg2696,ac1791
rg2697,ac321
rg2698,ac3266
rg2699,ac141
rg2700,ac703
rg2701,ac3274
rg2702,ac186
rg2703,ac1241
rg2704,ac2964
rg2705,ac407
rg2706,ac288
rg2707,ac4361
rg2708,ac141
rg2709,ac2827
rg2710,ac4084
rg2711,ac141
rg2712,ac2604
rg2713,ac141
rg2714,ac1810
rg2715,ac1350
rg2716,ac3946
rg2717,ac438
rg2718,ac2292
rg2719,ac2934
rg2720,ac364
rg2721,ac4028
rg2722,ac3588
rg2723,ac141
rg2724,ac141
rg2725,ac4410
rg2726,ac1007
rg2727,ac1394
rg2728,ac590
rg2729,ac2765
rg2730,ac229
rg2731,ac2673
rg2732,ac2838
rg2733,ac3182
rg2734,ac2850
rg2735,ac1278
rg2736,ac1288
rg2737,ac141
rg2738,ac4123
rg2739,ac4123
rg2740,ac249
rg2741,ac1561
rg2742,ac2343
rg2743,ac1673
rg2744,ac4107
rg2745,ac141
rg2746,ac141
rg2747,ac141
rg2748,ac4366
rg2749,ac141
rg2750,ac4243
rg2751,ac1937
rg2752,ac1937
rg2753,ac3229
rg2754,ac2561
rg2755,ac2515
rg2756,ac1006
rg2757,ac609
rg2758,ac1461
rg2759,ac870
rg2760,ac3044
rg2761,ac3582
rg2762,ac4319
rg2763,ac1525
rg2764,ac1810
rg2765,ac3314
rg2766,ac2227
rg2767,ac4211
rg2768,ac2841
rg2769,ac1790
rg2770,ac2688
rg2771,ac165
rg2772,ac2348
rg2773,ac4488
rg2774,ac1249
rg2775,ac1790
rg2776,ac2819
rg2777,ac1538
rg2778,ac2768
rg2779,ac3325
rg2780,ac3573
rg2781,ac3894
rg2782,ac506
rg2783,ac632
rg2784,ac1866
rg2785,ac141
rg2786,ac1022
rg2787,ac469
rg2788,ac794
rg2789,ac1667
rg2790,ac141
rg2791,ac141
rg2792,ac2371
rg2793,ac3637
rg2794,ac364
rg2795,ac3458
rg2796,ac989
rg2797,ac3408
rg2798,ac3108
rg2799,ac1820
rg2800,ac4455
rg2801,ac3942
rg2802,ac226
rg2803,ac3922
rg2804,ac2146
rg2805,ac597
rg2806,ac2590
rg2807,ac1381
rg2808,ac2464
rg2809,ac1756
rg2810,ac141
rg2811,ac3899
rg2812,ac141
rg2813,ac3882
rg2814,ac2996
rg2815,ac141
rg2816,ac1090
rg2817,ac4114
rg2818,ac141
rg2819,ac739
rg2820,ac215
rg2821,ac2625
rg2822,ac799
rg2823,ac2699
rg2824,ac4043
rg2825,ac141
rg2826,ac141
rg2827,ac4205
rg2828,ac1829
rg2829,ac1770
rg2830,ac2573
rg2831,ac2845
rg2832,ac1748
rg2833,ac1755
rg2834,ac3453
rg2835,ac575
rg2836,ac3547
rg2837,ac971
rg2838,ac2969
rg2839,ac3439
rg2840,ac2813
rg2841,ac3624
rg2842,ac2381
rg2843,ac850
rg2844,ac2410
rg2845,ac4065
rg2846,ac3394
rg2847,ac1995
rg2848,ac912
rg2849,ac2849
rg2850,ac3550
rg2851,ac3550
rg2852,ac1726
rg2853,ac509
rg2854,ac3809
rg2855,ac2001
rg2856,ac4018
rg2857,ac963
rg2858,ac3519
rg2859,ac1504
rg2860,ac2738
rg2861,ac141
rg2862,ac778
rg2863,ac547
rg2864,ac238
rg2865,ac300
rg2866,ac3007
rg2867,ac4121
rg2868,ac845
rg2869,ac3341
rg2870,ac563
rg2871,ac141
rg2872,ac141
rg2873,ac1817
rg2874,ac4348
rg2875,ac736
rg2876,ac3970
rg2877,ac1461
rg2878,ac187
rg2879,ac141
rg2880,ac2686
rg2881,ac2425
rg2882,ac1907
rg2883,ac894
rg2884,ac1608
rg2885,ac141
rg2886,ac1047
rg2887,ac3207
rg2888,ac1730
rg2889,ac3939
rg2890,ac3939
rg2891,ac1101
rg2892,ac1984
rg2893,ac520
rg2894,ac158
rg2895,ac3825
rg2896,ac2484
rg2897,ac3510
rg2898,ac2152
rg2899,ac3264
rg2900,ac1851
rg2901,ac694
rg2902,ac1381
rg2903,ac2346
rg2904,ac141
rg2905,ac141
rg2906,ac1144
rg2907,ac2460
rg2908,ac833
rg2909,ac1703
rg2910,ac3805
rg2911,ac1975
rg2912,ac1712
rg2913,ac2650
rg2914,ac1785
rg2915,ac141
rg2916,ac587
rg2917,ac141
rg2918,ac1692
rg2919,ac2408
rg2920,ac402
rg2921,ac2356
rg2922,ac348
rg2923,ac2639
rg2924,ac274
rg2925,ac1252
rg2926,ac2567
rg2927,ac1722
rg2928,ac3760
rg2929,ac845
rg2930,ac160
rg2931,ac2109
rg2932,ac141
rg2933,ac295
rg2934,ac4255
rg2935,ac3664
rg2936,ac517
rg2937,ac141
rg2938,ac3838
rg2939,ac543
rg2940,ac1521
rg2941,ac36
rg2942,ac141
rg2943,ac3902
rg2944,ac1662
rg2945,ac3714
rg2946,ac1532
rg2947,ac141
rg2948,ac3081
rg2949,ac4250
rg2950,ac2705
rg2951,ac763
rg2952,ac3871
rg2953,ac2168
rg2954,ac879
rg2955,ac2612
rg2956,ac3849
rg2957,ac277
rg2958,ac3189
rg2959,ac1202
rg2960,ac2599
rg2961,ac3481
rg2962,ac1465
rg2963,ac3512
rg2964,ac141
rg2965,ac774
rg2966,ac691
rg2967,ac3262
rg2968,ac2626
rg2969,ac141
rg2970,ac1457
rg2971,ac2516
rg2972,ac3098
rg2973,ac141
rg2974,ac3583
rg2975,ac1269
rg2976,ac4198
rg2977,ac1958
rg2978,ac1583
rg2979,ac2869
rg2980,ac4386
rg2981,ac3536
rg2982,ac427
rg2983,ac3122
rg2984,ac141
rg2985,ac3497
rg2986,ac39
rg2987,ac1468
rg2988,ac2578
rg2989,ac2875
rg2990,ac1618
rg2991,ac690
